96,2573080771869
79,6326425297338
20,0151307601552
72,0205609556383
66,0538245300082
8,81731664241167
30,396390673889
4,5996886699459
45,6744043369193
89,9080980987791
3,40202571982612
30,9730617939369
44,5646438489503
99,2098616432445
34,9201459134557
27,9445530511181
93,1675298107637
61,361175617837
5,96926952990204
82,9245544890522
49,5776713590965
7,16921268364844
19,9193784128499
93,8985920482774
49,4434278222934
0,528171099968334
76,3951169216983
37,7038181934989
76,9452681191942
33,7953665451125
85,8257347651877
70,2880104865357
31,5235409101115
14,5605051492157
91,0864635329165
96,9021151293545
59,2040095288325
12,5650925620296
53,7240684748274
2,56124008566199
45,9276541350073
11,1344434372775
90,0731521612374
70,4878428813479
32,3310228680871
27,1551488093823
3,95963848752884
62,9331885198751
22,9541035010266
98,0662212232436
27,5297427212492
97,8211801023321
94,4990808584257
0,220383983208045
67,5914130488371
89,0880953935385
59,7132641168839
26,1165387118778
22,5771331333449
65,5256534300398
32,4221997207134
92,6925724803901
27,6544205507517
11,8790377918068
4,08236333359143
33,1140152332904
99,4495208838254
30,0041386997347
8,12339811032796
38,0180307841012
68,7405435222855
80,602437248734
7,6371071430096
3,40802944424005
36,9969003540449
38,443227921819
17,096060522411
49,431535531502
61,5675691801904
22,2882790129112
96,5685326124395
13,4619284018231
14,7497146924723
78,8790468959506
6,26562382386328
88,0045546628556
75,78892962811
31,3031569269035
46,9690921003786
1,99836813937797
37,1888510124706
33,0874708169547
89,9879594286848
88,1984150447875
70,1390403649486
53,2350816546171
83,4800228865258
78,1941143694306
66,4054795477565
99,2170076347967
