27,7056279255569
73,9554997877942
54,8097904095472
84,9360727169253
29,3256777009581
46,9273054725152
90,1840729593225
91,0910514141857
63,2234836291631
29,1481851270181
71,9920348711275
10,2817285853819
64,5489695316874
0,288854120433728
68,9571208176003
18,9602713188903
77,9428577879178
48,7753736548011
5,61341396794348
16,0778086707358
57,3250856051804
68,1463639569219
83,035046599356
6,12502997095
0,829179771630643
35,6530727053308
90,6144778200493
19,4386920982221
33,2689890792915
83,7618186994278
54,9632050352931
38,9019461529804
83,0260559837455
62,3505615453937
94,5826510873542
22,6130328246453
58,6521379922759
29,813641975547
49,5533691949925
59,3383183513481
97,8204817035331
84,6978782139243
68,0796732977404
17,8209069733605
30,0063332682505
26,9071224270887
68,5385012852673
89,699105308251
19,2412942271872
51,1787690460583
75,2922238666994
34,7046492317247
72,5807004014872
50,3276708770207
41,8919220296163
59,559263968635
90,9204531884382
48,6847604385972
84,1068929452947
93,6726049956272
56,3128276524659
70,7453808611004
57,8220623348942
79,4616649297353
74,184980091725
33,0900887181471
27,2556726016363
2,19840798629374
5,70620303307949
46,344087992955
60,3081333266143
48,1292158123707
99,2220044598086
46,2750956165954
18,2573269672027
72,6272073912561
0,0666906591815365
65,2141396259955
76,1186967026995
73,9220573445419
67,1145714200635
0,915372511798224
0,197397871034871
82,0902200332332
8,46959483272843
20,2585558035684
66,3212457514933
32,6983851067249
20,4586395157774
35,0233871187192
31,6925796362071
9,96737755367876
45,7067490302523
55,8807641993653
3,02549069888214
27,0751008424326
26,8758158790301
88,6180083680051
43,6359268816355
96,9162445501034
